rep_id	order	composition_factor_count	is_abelian	is_nonabelian_simple	structure
3807	3840	7	false	false	
3808	3840	7	false	false	
3809	3840	7	false	false	
3810	3840	7	false	false	
3811	3840	7	false	false	
3812	3840	7	false	false	
3813	3840	7	false	false	
3814	3840	7	false	false	
3815	4320	4	false	false	
3816	5760	7	false	false	
3817	5760	7	false	false	
3818	5760	7	false	false	
3819	5760	7	false	false	
3823	720	4	false	false	
3880	1344	4	false	false	
3928	1920	6	false	false	
3930	1920	6	false	false	
3940	2880	6	false	false	
3941	2880	6	false	false	
3942	2880	6	false	false	
3943	2880	6	false	false	
3944	2880	6	false	false	
3945	2880	6	false	false	
3946	2880	6	false	false	
3947	2880	6	false	false	
3948	2880	6	false	false	
3949	2880	6	false	false	
3950	2880	6	false	false	
3951	2880	6	false	false	
3952	2880	6	false	false	
3953	2880	6	false	false	
3954	2880	6	false	false	
3955	2880	6	false	false	
3956	2880	6	false	false	
3957	2880	6	false	false	
3958	2880	6	false	false	
3959	2880	6	false	false	
3983	3840	7	false	false	
3984	3840	7	false	false	
3985	3840	7	false	false	
3986	5760	7	false	false	
4002	3840	7	false	false	
4003	3840	7	false	false	
4004	3840	7	false	false	
4005	3840	7	false	false	
4006	3840	7	false	false	
4007	3840	7	false	false	
4014	4320	6	false	false	
4015	4320	6	false	false	
4016	4320	6	false	false	
4017	4320	6	false	false	
4018	4320	6	false	false	
4019	4320	6	false	false	
4020	4320	6	false	false	
4021	4320	6	false	false	
4022	4320	6	false	false	
4023	4320	6	false	false	
4024	4320	6	false	false	
4025	4320	6	false	false	
4113	5760	5	false	false	
4114	5760	5	false	false	
4115	5760	5	false	false	
4116	5760	5	false	false	
4117	5760	5	false	false	
4118	5760	5	false	false	
4119	5760	5	false	false	
4120	5760	5	false	false	
4121	5760	5	false	false	
4122	5760	5	false	false	
4123	5760	5	false	false	
4124	5760	5	false	false	
4125	5760	5	false	false	
4126	5760	5	false	false	
4127	6048	1	false	true	PSU(3,3)
4336	8640	5	false	false	
4337	8640	5	false	false	
4338	8640	5	false	false	
4339	8640	5	false	false	
4340	8640	5	false	false	
4341	8640	5	false	false	
4342	8640	5	false	false	
4343	8640	5	false	false	
4344	8640	5	false	false	
4345	8640	5	false	false	
4346	8640	5	false	false	
4418	1440	3	false	false	
4470	11520	6	false	false	
4471	11520	6	false	false	
4472	11520	6	false	false	
4495	12960	5	false	false	
4496	12960	5	false	false	
4497	12960	5	false	false	
4498	12960	5	false	false	
4499	12960	5	false	false	
4500	12960	5	false	false	
4538	504	1	false	true	PSL(2,8)
4539	504	1	false	true	PSL(2,8)
4545	1344	4	false	false	
4546	1344	4	false	false	
4549	1344	4	false	false	
4550	1344	4	false	false	
4617	1344	4	false	false	
4655	7200	4	false	false	
4656	7200	4	false	false	
4657	7200	4	false	false	
4658	7200	3	false	false	
4659	7200	3	false	false	
4660	7200	3	false	false	
4774	15360	9	false	false	
4775	15360	9	false	false	
4776	15360	9	false	false	
4777	15360	9	false	false	
4778	15360	9	false	false	
4779	15360	9	false	false	
4780	15360	9	false	false	
4781	15360	9	false	false	
4782	15360	9	false	false	
4783	15360	9	false	false	
4784	15360	9	false	false	
4785	15360	9	false	false	
4786	15360	9	false	false	
4787	15360	9	false	false	
4788	15360	9	false	false	
4789	15360	9	false	false	
4790	15360	9	false	false	
4791	15360	9	false	false	
4792	15360	9	false	false	
4793	15360	9	false	false	
4794	15360	9	false	false	
4835	20160	1	false	true	A8
4836	21600	2	false	false	
4837	21600	2	false	false	
4838	23040	9	false	false	
4839	23040	9	false	false	
4840	23040	9	false	false	
4841	23040	9	false	false	
4842	23040	9	false	false	
4843	23040	9	false	false	
4844	23040	9	false	false	
4845	504	1	false	true	PSL(2,8)
4846	2688	5	false	false	
4848	2880	6	false	false	
4860	10752	7	false	false	
4861	10752	7	false	false	
4879	23040	9	false	false	
4891	25920	1	false	true	O(5,3)
4892	3840	7	false	false	
5054	30720	10	false	false	
5130	46080	8	false	false	
5131	46080	8	false	false	
5132	46080	8	false	false	
5133	46080	8	false	false	
5134	46080	8	false	false	
5135	46080	8	false	false	
5136	46080	8	false	false	
5137	46080	8	false	false	
5403	3840	7	false	false	
5404	3840	7	false	false	
5405	3840	7	false	false	
5406	3840	7	false	false	
5407	3840	7	false	false	
5408	3840	7	false	false	
5409	3840	7	false	false	
5427	6048	1	false	true	PSU(3,3)
5478	2688	5	false	false	
5479	2688	5	false	false	
5510	11520	6	false	false	
5577	2688	5	false	false	
5578	2688	5	false	false	
5579	2688	5	false	false	
5683	7680	8	false	false	
5684	7680	8	false	false	
5685	7680	8	false	false	
5686	7680	8	false	false	
5687	7680	8	false	false	
5688	7680	8	false	false	
5689	7680	8	false	false	
5695	10752	7	false	false	
5696	10752	7	false	false	
5777	15360	9	false	false	
5778	15360	9	false	false	
5779	15360	9	false	false	
5780	15360	9	false	false	
5781	15360	9	false	false	
5782	15360	9	false	false	
5783	15360	9	false	false	
5784	15360	9	false	false	
5785	15360	9	false	false	
5786	15360	9	false	false	
5787	15360	9	false	false	
5788	15360	9	false	false	
5789	15360	9	false	false	
5790	15360	9	false	false	
5791	15360	9	false	false	
5792	15360	9	false	false	
5806	23040	9	false	false	
5807	23040	9	false	false	
5849	46080	8	false	false	
5850	46080	8	false	false	
5851	46080	8	false	false	
5852	46080	8	false	false	
5853	46080	8	false	false	
5854	46080	8	false	false	
5855	46080	8	false	false	
5856	46080	8	false	false	
5857	46080	8	false	false	
5858	46080	8	false	false	
5859	46080	8	false	false	
5860	46080	8	false	false	
5861	46080	8	false	false	
5862	46080	8	false	false	
5863	46080	8	false	false	
5864	46080	8	false	false	
5865	46080	8	false	false	
5866	46080	8	false	false	
5867	46080	8	false	false	
5868	46080	8	false	false	
5869	46080	8	false	false	
5870	46080	8	false	false	
5871	46080	8	false	false	
5872	46080	8	false	false	
5873	46080	8	false	false	
5874	46080	8	false	false	
5875	46080	8	false	false	
5876	46080	8	false	false	
5877	46080	8	false	false	
5878	46080	8	false	false	
5879	46080	8	false	false	
5880	46080	8	false	false	
5881	46080	8	false	false	
5882	46080	8	false	false	
5883	7680	8	false	false	
5884	15360	9	false	false	
5885	15360	9	false	false	
5886	61440	11	false	false	
5887	61440	11	false	false	
5888	61440	11	false	false	
5889	61440	11	false	false	
5890	61440	11	false	false	
5894	92160	11	false	false	
5895	122880	12	false	false	
5896	122880	12	false	false	
5897	122880	12	false	false	
5898	122880	12	false	false	
5899	122880	12	false	false	
5900	161280	7	false	false	
6810	60	1	false	true	A5
6811	60	1	false	true	A5
7052	120	2	false	false	
7053	120	2	false	false	
7054	120	2	false	false	
7055	120	2	false	false	
7056	120	2	false	false	
7057	120	2	false	false	
7058	120	2	false	false	
7248	180	2	false	false	
7377	120	2	false	false	
7378	120	2	false	false	
7379	120	2	false	false	
7435	180	2	false	false	
7785	240	3	false	false	
7786	240	3	false	false	
7787	240	3	false	false	
7788	240	3	false	false	
7789	240	3	false	false	
7790	240	3	false	false	
7791	240	3	false	false	
7792	240	3	false	false	
7806	120	2	false	false	
7807	120	2	false	false	
7863	240	3	false	false	
7864	240	3	false	false	
7865	240	3	false	false	
7866	240	3	false	false	
7867	240	3	false	false	
7889	300	2	false	false	
7890	300	2	false	false	
7919	360	1	false	true	A6
7920	360	3	false	false	
7921	360	3	false	false	
7922	360	3	false	false	
7923	360	3	false	false	
7924	360	3	false	false	
7925	360	3	false	false	
7926	360	3	false	false	
7927	360	3	false	false	
7928	360	3	false	false	
7929	360	3	false	false	
7930	360	3	false	false	
7931	360	3	false	false	
7963	540	3	false	false	
7964	540	3	false	false	
8037	240	3	false	false	
8038	240	3	false	false	
8039	240	3	false	false	
8040	240	3	false	false	
8054	360	3	false	false	
8055	360	3	false	false	
8170	480	4	false	false	
8171	480	4	false	false	
8172	480	4	false	false	
8173	480	4	false	false	
8409	600	3	false	false	
8410	600	3	false	false	
8411	720	2	false	false	
8412	720	2	false	false	
8413	720	2	false	false	
8414	720	2	false	false	
8415	720	2	false	false	
8640	1080	2	false	false	
8641	1080	2	false	false	
9004	120	2	false	false	
9005	120	2	false	false	
9055	168	1	false	true	PSL(3,2)
9261	240	3	false	false	
9262	240	3	false	false	
9263	240	3	false	false	
9264	240	3	false	false	
9413	360	3	false	false	
9414	360	3	false	false	
9415	360	3	false	false	
9416	360	3	false	false	
9452	60	1	false	true	A5
9634	240	3	false	false	
9635	240	3	false	false	
9636	240	3	false	false	
9637	240	3	false	false	
9638	240	3	false	false	
9639	240	3	false	false	
9712	480	4	false	false	
9713	480	4	false	false	
9714	480	4	false	false	
9715	480	4	false	false	
9716	480	4	false	false	
9717	480	4	false	false	
9718	480	4	false	false	
9719	480	4	false	false	
9720	480	4	false	false	
9721	480	4	false	false	
9722	480	4	false	false	
9723	480	4	false	false	
9724	480	4	false	false	
9725	480	4	false	false	
9726	480	4	false	false	
9727	480	4	false	false	
9728	480	4	false	false	
9729	480	4	false	false	
9730	480	4	false	false	
9731	480	4	false	false	
9732	480	4	false	false	
9733	480	4	false	false	
9734	480	4	false	false	
9735	480	4	false	false	
9736	480	4	false	false	
9737	480	4	false	false	
9738	480	4	false	false	
9739	480	4	false	false	
9740	480	4	false	false	
9741	480	4	false	false	
9742	480	4	false	false	
9743	480	4	false	false	
9744	480	4	false	false	
9745	480	4	false	false	
9746	480	4	false	false	
9747	480	4	false	false	
9748	480	4	false	false	
9749	480	4	false	false	
9750	480	4	false	false	
9751	480	4	false	false	
9752	480	4	false	false	
9753	480	4	false	false	
9754	480	4	false	false	
9755	480	4	false	false	
9756	480	4	false	false	
9757	480	4	false	false	
9758	480	4	false	false	
9759	480	4	false	false	
9760	480	4	false	false	
9761	480	4	false	false	
9762	480	4	false	false	
9763	480	4	false	false	
9764	480	4	false	false	
9765	480	4	false	false	
9781	600	3	false	false	
9782	600	3	false	false	
9783	600	3	false	false	
9784	720	4	false	false	
9826	360	3	false	false	
9827	360	3	false	false	
9828	360	3	false	false	
9829	360	3	false	false	
10087	720	2	false	false	
10088	720	2	false	false	
10089	720	2	false	false	
10090	720	2	false	false	
10091	720	2	false	false	
10092	720	2	false	false	
10104	960	5	false	false	
10151	1440	3	false	false	
10152	1440	3	false	false	
10153	1440	3	false	false	
10154	1440	3	false	false	
10155	1440	3	false	false	
10156	1440	3	false	false	
10157	1440	3	false	false	
10158	1440	3	false	false	
10159	1440	3	false	false	
10160	1440	3	false	false	
10166	240	3	false	false	
10195	360	3	false	false	
10196	360	3	false	false	
10197	360	3	false	false	
10588	960	5	false	false	
10589	960	5	false	false	
10590	960	5	false	false	
10591	960	5	false	false	
10592	960	5	false	false	
10593	960	5	false	false	
10594	960	5	false	false	
10595	960	5	false	false	
10596	960	5	false	false	
10597	960	5	false	false	
10598	960	5	false	false	
10599	960	5	false	false	
10600	960	5	false	false	
10601	960	5	false	false	
10603	960	5	false	false	
10659	1440	3	false	false	
10660	1440	3	false	false	
10661	1440	5	false	false	
10662	1440	5	false	false	
10663	1440	5	false	false	
10664	1440	5	false	false	
10697	1920	6	false	false	
10698	1920	6	false	false	
10699	1920	6	false	false	
10700	1920	6	false	false	
10701	1920	6	false	false	
10702	240	3	false	false	
10740	1440	5	false	false	
10741	1440	5	false	false	
10742	1440	5	false	false	
10743	1440	5	false	false	
10744	1440	5	false	false	
10745	1440	5	false	false	
10746	1440	5	false	false	
10747	1440	5	false	false	
10748	1440	5	false	false	
10749	1440	5	false	false	
10750	1440	5	false	false	
11161	1920	6	false	false	
11162	1920	6	false	false	
11163	1920	6	false	false	
11164	1920	6	false	false	
11165	1920	6	false	false	
11331	2160	5	false	false	
11332	2160	5	false	false	
11333	2160	5	false	false	
11334	2160	5	false	false	
11335	2160	5	false	false	
11336	2160	5	false	false	
11337	2160	5	false	false	
11338	2160	5	false	false	
11339	2160	5	false	false	
11340	2160	5	false	false	
11341	2160	5	false	false	
11342	2160	5	false	false	
11575	2880	4	false	false	
11576	2880	4	false	false	
11577	2880	4	false	false	
11578	2880	4	false	false	
11579	2880	4	false	false	
11580	2880	4	false	false	
11581	2880	4	false	false	
11582	2880	4	false	false	
11583	2880	4	false	false	
11584	2880	4	false	false	
11585	2880	4	false	false	
11586	2880	4	false	false	
11587	2880	4	false	false	
11588	2880	4	false	false	
11589	2880	4	false	false	
11590	2880	4	false	false	
11591	2880	4	false	false	
11592	2880	4	false	false	
11593	2880	4	false	false	
11594	2880	4	false	false	
11595	2880	4	false	false	
11596	2880	4	false	false	
11597	2880	4	false	false	
11598	2880	4	false	false	
11599	2880	4	false	false	
11600	2880	4	false	false	
11601	2880	4	false	false	
11602	2880	4	false	false	
11603	2880	4	false	false	
11604	2880	4	false	false	
11605	2880	4	false	false	
12537	720	2	false	false	
12621	4320	4	false	false	
12829	6480	4	false	false	
12830	6480	4	false	false	
13437	3600	3	false	false	
13438	3600	3	false	false	
13439	3600	3	false	false	
13440	3600	2	false	false	
13510	336	2	false	false	
13511	336	2	false	false	
13531	960	5	false	false	
13540	1440	5	false	false	
13541	1440	5	false	false	
13542	1440	5	false	false	
13574	1920	6	false	false	
13575	1920	6	false	false	
13576	1920	6	false	false	
13989	7680	8	false	false	
13990	7680	8	false	false	
13991	7680	8	false	false	
13992	7680	8	false	false	
13993	7680	8	false	false	
13994	7680	8	false	false	
13995	7680	8	false	false	
13996	7680	8	false	false	
13997	7680	8	false	false	
13998	7680	8	false	false	
13999	7680	8	false	false	
14000	7680	8	false	false	
14001	7680	8	false	false	
14002	7680	8	false	false	
14003	7680	8	false	false	
14004	7680	8	false	false	
14005	7680	8	false	false	
14006	7680	8	false	false	
14007	7680	8	false	false	
14008	7680	8	false	false	
14009	7680	8	false	false	
14010	7680	8	false	false	
14011	7680	8	false	false	
14012	7680	8	false	false	
14013	7680	8	false	false	
14014	7680	8	false	false	
14015	7680	8	false	false	
14016	7680	8	false	false	
14017	7680	8	false	false	
14018	7680	8	false	false	
14019	7680	8	false	false	
14020	7680	8	false	false	
14021	7680	8	false	false	
14022	7680	8	false	false	
14023	7680	8	false	false	
14024	7680	8	false	false	
14025	7680	8	false	false	
14185	11520	8	false	false	
15224	23040	7	false	false	
15225	23040	7	false	false	
15292	240	3	false	false	
15716	1920	6	false	false	
15717	1920	6	false	false	
15718	1920	6	false	false	
16905	960	5	false	false	
16984	3840	7	false	false	
16985	3840	7	false	false	
16986	3840	7	false	false	
16987	3840	7	false	false	
16988	3840	7	false	false	
16989	3840	7	false	false	
16990	3840	7	false	false	
16991	3840	7	false	false	
16992	3840	7	false	false	
16993	3840	7	false	false	
17244	7680	8	false	false	
17245	7680	8	false	false	
17246	7680	8	false	false	
17247	7680	8	false	false	
17248	7680	8	false	false	
17249	7680	8	false	false	
17250	7680	8	false	false	
17251	7680	8	false	false	
17252	7680	8	false	false	
17253	7680	8	false	false	
17254	7680	8	false	false	
17255	7680	8	false	false	
17256	7680	8	false	false	
17257	7680	8	false	false	
17258	7680	8	false	false	
17259	7680	8	false	false	
17260	7680	8	false	false	
17261	7680	8	false	false	
17262	7680	8	false	false	
17263	7680	8	false	false	
17264	7680	8	false	false	
17265	7680	8	false	false	
17266	7680	8	false	false	
17267	7680	8	false	false	
17268	7680	8	false	false	
17269	7680	8	false	false	
17270	7680	8	false	false	
17271	7680	8	false	false	
17272	7680	8	false	false	
17273	7680	8	false	false	
17274	7680	8	false	false	
17275	7680	8	false	false	
17276	7680	8	false	false	
17277	7680	8	false	false	
17278	7680	8	false	false	
17279	7680	8	false	false	
17337	23040	7	false	false	
17338	23040	7	false	false	
17339	23040	7	false	false	
17340	23040	7	false	false	
17341	23040	7	false	false	
17342	23040	7	false	false	
17343	23040	7	false	false	
17344	23040	7	false	false	
17345	23040	7	false	false	
17346	23040	7	false	false	
17444	3840	7	false	false	
17445	3840	7	false	false	
17446	3840	7	false	false	
17447	3840	7	false	false	
17448	7680	8	false	false	
17449	7680	8	false	false	
17450	7680	8	false	false	
17451	7680	8	false	false	
17452	7680	8	false	false	
17453	7680	8	false	false	
17454	23040	7	false	false	
17455	23040	7	false	false	
17456	30720	10	false	false	
18865	60	1	false	true	A5
19195	60	1	false	true	A5
19663	120	2	false	false	
19664	120	2	false	false	
19665	120	2	false	false	
19666	120	2	false	false	
19708	180	2	false	false	
19709	180	2	false	false	
19830	120	2	false	false	
20574	240	3	false	false	
20941	360	1	false	true	A6
22059	120	2	false	false	
22060	120	2	false	false	
22581	120	2	false	false	
22582	120	2	false	false	
22583	120	2	false	false	
22584	120	2	false	false	
22937	240	3	false	false	
22938	240	3	false	false	
22939	240	3	false	false	
22940	240	3	false	false	
22941	240	3	false	false	
22942	240	3	false	false	
22943	240	3	false	false	
22944	240	3	false	false	
22945	240	3	false	false	
22946	240	3	false	false	
22947	240	3	false	false	
22948	240	3	false	false	
22949	240	3	false	false	
22950	240	3	false	false	
22951	240	3	false	false	
22952	240	3	false	false	
22965	300	2	false	false	
23259	120	2	false	false	
23260	120	2	false	false	
23261	120	2	false	false	
23448	180	2	false	false	
24331	480	4	false	false	
24332	480	4	false	false	
24333	480	4	false	false	
24334	480	4	false	false	
24335	480	4	false	false	
24336	480	4	false	false	
24337	480	4	false	false	
24338	480	4	false	false	
24339	480	4	false	false	
24340	480	4	false	false	
24341	480	4	false	false	
24342	480	4	false	false	
24343	480	4	false	false	
24344	480	4	false	false	
24345	480	4	false	false	
24346	480	4	false	false	
24347	480	4	false	false	
24348	480	4	false	false	
24349	480	4	false	false	
24350	480	4	false	false	
24351	480	4	false	false	
24352	480	4	false	false	
24353	480	4	false	false	
24354	480	4	false	false	
24355	480	4	false	false	
24356	480	4	false	false	
24357	480	4	false	false	
24358	480	4	false	false	
24359	480	4	false	false	
24360	480	4	false	false	
24361	480	4	false	false	
24808	120	2	false	false	
25302	720	4	false	false	
27103	960	5	false	false	
28775	1080	4	false	false	
28776	1080	4	false	false	
28777	1080	4	false	false	
28778	1080	4	false	false	
28950	1440	3	false	false	
28951	1440	3	false	false	
28952	1440	3	false	false	
28953	1440	3	false	false	
28954	1440	3	false	false	
28955	1440	3	false	false	
28956	1440	3	false	false	
28957	1440	3	false	false	
28958	1440	3	false	false	
28959	1440	3	false	false	
28960	1440	3	false	false	
28961	1440	3	false	false	
28962	1440	3	false	false	
28963	1440	3	false	false	
28964	1440	3	false	false	
28965	1440	3	false	false	
28966	1440	3	false	false	
33584	480	4	false	false	
33585	480	4	false	false	
33586	480	4	false	false	
33587	480	4	false	false	
33588	480	4	false	false	
33589	480	4	false	false	
33590	480	4	false	false	
33645	720	4	false	false	
33843	1800	2	false	false	
34009	960	5	false	false	
35776	3840	7	false	false	
35777	3840	7	false	false	
35778	3840	7	false	false	
35779	3840	7	false	false	
35780	3840	7	false	false	
35781	3840	7	false	false	
35782	3840	7	false	false	
35783	3840	7	false	false	
35784	3840	7	false	false	
40298	120	2	false	false	
45505	480	4	false	false	
45506	480	4	false	false	
45507	480	4	false	false	
45508	480	4	false	false	
45509	480	4	false	false	
45510	480	4	false	false	
45738	1920	6	false	false	
45739	1920	6	false	false	
47073	3840	7	false	false	
47074	3840	7	false	false	
47075	3840	7	false	false	
47076	3840	7	false	false	
47077	3840	7	false	false	
47078	3840	7	false	false	
47079	3840	7	false	false	
47080	3840	7	false	false	
47081	3840	7	false	false	
47082	3840	7	false	false	
47083	3840	7	false	false	
47084	3840	7	false	false	
47085	3840	7	false	false	
47086	3840	7	false	false	
52578	60	1	false	true	A5
54450	240	3	false	false	
54451	240	3	false	false	
54452	240	3	false	false	
54453	240	3	false	false	
54454	240	3	false	false	
54455	240	3	false	false	
54456	240	3	false	false	
54457	240	3	false	false	
54458	240	3	false	false	
54459	240	3	false	false	
54460	240	3	false	false	
54461	240	3	false	false	
54462	240	3	false	false	
54463	240	3	false	false	
54464	240	3	false	false	
54465	240	3	false	false	
54466	240	3	false	false	
72254	720	2	false	false	
72255	720	2	false	false	
83063	240	3	false	false	
83064	240	3	false	false	
83065	240	3	false	false	
83066	240	3	false	false	
83067	240	3	false	false	
83068	240	3	false	false	
83069	240	3	false	false	
83070	240	3	false	false	
123828	240	3	false	false	
123829	240	3	false	false	
123830	240	3	false	false	
123831	240	3	false	false	
123832	240	3	false	false	
123833	240	3	false	false	
123834	240	3	false	false	
137568	120	2	false	false	
137569	120	2	false	false	
215847	120	2	false	false	
215848	120	2	false	false	
306674	120	2	false	false	
306675	120	2	false	false	
306676	120	2	false	false	
656967	336	2	false	false	
656969	174182400	1	false	true	O+(8,2)
656970	197406720	1	false	true	O-(8,2)
656971	168	1	false	true	PSL(3,2)
656975	155520	3	false	false	
656976	181440	1	false	true	A9
656977	1451520	1	false	true	O(7,2)
656979	2160	3	false	false	
656982	4320	4	false	false	
656983	5040	2	false	false	
656985	40320	2	false	false	
656986	51840	2	false	false	
656987	77760	2	false	false	
656989	360	3	false	false	
656990	720	4	false	false	
656991	1080	2	false	false	
656997	2160	3	false	false	
656998	2160	3	false	false	
656999	25920	1	false	true	O(5,3)
657000	180	2	false	false	
657001	360	3	false	false	
657002	360	3	false	false	
